class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,class,7,9,2,7,44,1,0,5,4,0.55,0.0,0.0,4,0,2,2,0,0,2,0,0,0,5,1,0,5,0,0,5,0,0,151,5,6,32,0,6,0,4132,35,23,32,3,0,0,0,156,1,0
org.apache.commons.math3.dfp.DfpDec,class,3,4,1,3,78,2,0,22,171,0.0,0.0,0.0,19,0,10,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,4,216,19,4,29,0,19,2,64,57,32,21,2,0,0,0,121,1,0
org.apache.commons.math3.distribution.HypergeometricDistribution,class,9,10,1,9,33,2,0,14,121,0.8245614,0.0,0.0,19,0,14,4,1,0,15,0,0,0,6,1,0,6,0,0,4,0,3,131,17,1,2,0,8,0,22,31,19,22,1,0,0,0,174,1,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,class,15,16,1,15,33,1,0,22,5,0.7,0.0,0.0,6,1,6,0,0,0,6,0,0,0,5,2,0,5,0,0,3,0,1,173,3,16,2,0,3,0,38,74,17,54,4,0,1,0,262,1,0
org.apache.commons.math3.fraction.Fraction,class,6,10,4,6,79,2,0,23,163,0.9354838,0.0,0.0,31,1,29,2,0,0,29,0,0,0,18,16,14,4,0,0,18,0,9,275,33,1,26,0,15,2,73,81,30,50,3,0,0,0,260,1,0
org.apache.commons.math3.fraction.ProperFractionFormat,class,5,7,2,5,17,5,0,23,15,0.78571427,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,1,0,2,0,0,1,0,5,89,11,0,6,0,2,1,9,17,4,15,1,0,0,0,114,1,0
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,class,12,17,5,12,75,2,0,33,453,0.87096775,0.0,0.0,31,1,14,16,1,0,15,0,0,0,1,1,0,1,0,0,1,0,6,299,41,11,15,0,11,0,18,41,7,24,3,0,1,0,255,1,0
org.apache.commons.math3.geometry.euclidean.threed.Rotation,class,9,14,5,9,127,1,0,32,128,0.6458333,0.0,0.0,32,2,28,4,0,0,28,0,0,0,6,2,1,5,0,0,6,0,8,529,49,1,35,0,141,0,393,238,472,150,3,0,0,0,577,1,0
org.apache.commons.math3.linear.MatrixUtils,class,38,71,33,38,120,3,0,47,666,1.0,0.0,0.0,37,36,35,2,0,0,35,0,0,0,2,2,2,0,0,0,2,0,20,424,24,22,36,2,19,6,74,92,23,89,4,0,2,0,337,1,0
org.apache.commons.math3.linear.RectangularCholeskyDecomposition,class,6,6,0,6,17,1,0,5,2,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,1,79,2,8,2,0,0,0,11,41,9,28,4,0,0,0,155,1,0
org.apache.commons.math3.linear.SchurTransformer,class,9,11,2,9,54,1,0,20,0,0.6857143,0.0,0.0,10,0,3,6,0,1,4,0,0,0,7,1,0,7,0,0,4,0,2,259,6,15,14,0,8,0,114,133,155,53,4,0,1,0,193,0,0
org.apache.commons.math3.ode.AbstractIntegrator,class,16,29,13,16,48,1,2,57,191,0.8615384,0.0,0.0,26,0,17,0,9,0,26,1,0,0,10,0,0,5,5,0,1,0,5,199,14,12,2,0,1,0,15,35,2,26,2,1,0,0,245,1025,0
org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,class,7,11,4,7,34,3,3,29,31,0.72727275,0.0,0.0,11,0,8,0,3,0,11,2,0,0,9,0,0,9,0,0,6,0,4,156,3,9,1,0,4,0,40,61,33,37,5,0,0,0,233,1025,0
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,class,11,15,4,11,42,1,2,8,31,0.64444447,0.0,0.0,15,1,7,1,7,0,14,1,0,0,3,0,0,3,0,0,1,0,5,135,5,11,7,0,0,0,35,41,10,27,4,0,0,0,191,1025,0
org.apache.commons.math3.optim.univariate.BrentOptimizer,class,7,9,2,7,41,3,0,15,4,0.625,0.0,0.0,4,0,2,1,1,0,3,0,0,0,4,2,0,4,0,0,4,0,0,178,6,1,4,0,12,0,19,75,43,31,6,0,0,0,176,1,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer,class,26,27,1,26,152,3,0,78,824,0.9291443,0.0,0.0,44,22,10,32,2,0,12,0,0,0,51,6,6,45,0,0,6,0,73,720,31,49,12,1,41,0,213,270,145,183,4,0,4,0,570,1,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,class,9,10,1,9,112,3,0,26,9,0.67333335,0.0,0.0,10,0,5,4,1,0,6,0,0,0,15,0,0,15,0,0,5,0,33,489,6,52,16,0,30,0,146,302,112,173,5,0,0,0,459,1,0
org.apache.commons.math3.optimization.linear.SimplexTableau,class,12,14,2,12,87,1,0,66,204,0.84375,0.0,0.0,32,1,3,5,21,3,27,0,13,0,14,4,0,14,0,0,12,0,10,277,28,17,23,0,14,9,80,68,34,58,3,0,0,0,293,0,0
org.apache.commons.math3.util.MathUtils,class,8,46,38,8,49,1,0,9,120,0.96875,0.0,0.0,16,15,15,1,0,0,15,0,0,0,2,2,2,0,0,0,2,0,8,95,15,1,6,0,10,0,24,5,12,5,2,0,0,0,163,17,0
org.apache.commons.math3.util.MultidimensionalCounter,class,7,8,1,7,20,1,0,5,0,0.575,0.0,0.0,8,0,8,0,0,0,8,0,0,0,5,0,0,5,0,0,5,0,2,118,7,6,1,0,0,2,17,28,6,19,2,0,1,0,102,1,0
org.apache.lucene.search.exposed.ExposedTimSort,class,4,6,2,4,155,1,0,19,0,0.7117647,0.0,0.0,17,9,2,15,0,0,2,0,0,0,10,3,0,10,0,0,7,0,31,429,15,21,41,0,15,6,199,164,109,64,4,0,0,0,437,1,0
org.apache.lucene.search.exposed.compare.NamedCollatorComparator,class,6,12,6,6,22,1,0,7,20,0.72307694,0.0,0.0,13,0,13,0,0,0,13,0,0,0,5,0,0,5,0,0,2,0,1,62,11,0,4,0,1,5,9,12,3,5,1,0,0,0,61,1,0
org.asphodel.DefaultRepositoryManager,class,10,12,2,10,34,1,0,23,25,0.64285713,0.0,0.0,14,0,11,3,0,0,11,0,0,0,3,1,0,3,0,0,0,0,3,122,11,3,4,3,1,8,4,25,3,19,4,0,0,0,71,1,3
org.databene.jdbacl.DBUtil,class,39,73,34,39,141,1,0,138,1413,0.9506173,0.0,0.0,54,53,50,3,1,0,51,0,0,0,3,3,0,3,0,0,3,0,94,462,53,11,29,19,6,58,34,109,23,78,9,0,0,0,236,1,9
org.databene.jdbacl.SQLUtil,class,17,31,14,17,130,1,0,93,946,0.97727275,0.0,0.0,44,44,36,6,2,0,38,0,0,0,4,4,0,4,0,0,4,0,63,320,62,16,27,1,8,84,27,53,19,42,5,0,0,0,159,1,0
org.exolab.jms.net.connector.DefaultConnectionPool,class,26,34,8,26,74,1,1,63,123,0.86956537,0.0,0.0,23,0,13,7,3,0,16,0,0,3,19,5,0,19,0,0,13,0,7,338,8,5,15,10,0,25,15,65,7,56,7,0,2,0,272,0,12
org.exolab.jms.net.socket.SocketRequestInfo,class,6,41,35,6,28,2,1,17,36,0.7538462,0.0,0.0,13,0,11,1,1,0,12,0,0,0,5,2,0,5,0,0,2,0,3,88,6,0,8,2,1,4,1,19,1,13,2,0,0,0,158,1,0
org.firebirdsql.encodings.EncodingFactory,class,40,55,15,40,116,1,0,36,42,0.8397437,0.0,0.0,13,13,10,3,0,0,12,0,0,2,12,12,3,8,0,1,10,0,15,237,91,5,16,4,0,71,106,46,1,35,33,0,0,0,171,1,0
org.firebirdsql.gds.impl.wire.AbstractJavaGDSImpl,class,45,57,12,45,564,2,1,176,2288,0.9877423,0.0,0.0,93,3,72,10,11,0,83,1,1,0,100,100,1,3,0,96,97,0,25,2246,44,19,205,54,28,152,406,552,97,347,7,1,2,0,423,1025,129
org.firebirdsql.jdbc.FBProcedureCall,class,4,11,7,4,62,2,0,33,0,0.58823526,0.0,0.0,17,0,16,1,0,0,16,0,0,0,4,1,1,3,0,0,1,0,2,154,18,5,18,1,4,9,28,36,17,21,3,0,1,0,170,1,0
org.fixsuite.message.Library,class,5,14,9,5,20,1,0,26,0,0.7638889,0.0,0.0,6,0,4,2,0,0,4,0,0,0,12,11,0,12,0,0,10,0,8,95,4,3,1,0,3,17,9,23,7,21,4,0,0,0,64,1,8
org.fixsuite.message.view.TreeView,class,12,15,3,12,43,11,0,53,55,0.85,0.0,0.0,14,0,6,8,0,0,6,0,0,0,10,1,0,10,0,0,1,0,5,231,1,7,2,0,9,12,13,24,2,24,4,0,2,0,89,1,0
org.heal.module.search.AdvSearchDAO,class,9,12,3,9,98,1,0,45,30,0.6666667,0.0,0.0,9,0,8,1,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,388,7,10,59,4,1,259,66,107,55,63,4,0,0,0,226,1,0
org.heal.util.InterfaceUtilitiesBean,class,5,12,7,5,24,1,0,22,13,0.6666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,158,9,0,13,0,1,70,3,29,4,13,3,0,0,0,189,1,0
org.javathena.login.Login,class,22,37,15,22,156,3,0,167,478,0.9316374,0.0,0.0,37,17,36,1,0,0,36,0,0,0,17,12,7,6,4,0,8,0,282,608,23,9,31,8,4,231,140,68,49,45,5,0,3,0,263,1,0
org.javathena.login.UserManagement,class,19,29,10,19,224,1,0,213,1891,0.92297983,0.0,0.0,66,65,59,7,0,0,60,0,0,8,12,12,0,12,0,0,0,0,332,992,55,15,67,5,24,104,445,259,94,172,5,0,0,0,259,1,0
org.javathena.login.parse.FromClient,class,9,13,4,9,25,1,0,19,1,0.54545456,0.0,0.0,2,0,2,0,0,0,2,0,0,0,11,11,11,0,0,0,11,0,20,90,10,0,0,0,1,10,37,15,2,14,2,0,0,0,55,1,0
org.javathena.utiles.ConfigurationManagement,class,10,22,12,10,125,1,0,74,1896,0.9667969,0.0,0.0,64,63,62,2,0,0,63,0,0,0,32,32,0,32,0,0,0,0,89,427,41,4,46,3,33,37,108,86,24,45,2,0,0,0,149,1,0
org.jcvi.jillion.assembly.ca.frg.Distance,class,1,13,12,1,23,1,0,11,0,0.60952383,0.0,0.0,15,7,11,4,0,0,11,0,0,0,6,3,0,6,0,0,6,0,13,95,22,0,6,0,5,1,7,22,18,18,1,0,0,0,121,17,0
org.jcvi.jillion.assembly.consed.phd.DefaultPhdReadTag,class,3,5,2,3,36,1,0,6,0,0.5555556,0.0,0.0,9,0,9,0,0,0,9,0,6,0,6,0,0,6,0,0,6,0,0,106,23,0,20,0,13,0,8,15,12,9,2,0,0,0,31,0,0
org.jdom2.Verifier,class,6,12,6,6,171,1,0,38,672,0.93333334,0.0,0.0,40,39,37,3,0,0,37,0,3,0,12,12,0,12,0,0,12,0,41,402,115,10,69,1,23,64,1328,66,39,50,4,0,0,0,352,17,0
org.jdom2.output.SAXOutputter,class,26,34,8,26,69,3,0,27,434,0.8525799,0.0,0.0,37,0,35,2,0,0,35,0,1,0,11,1,0,11,0,0,1,0,3,227,19,0,10,1,12,1,0,33,1,15,3,0,1,0,316,1,1
org.jdom2.output.XMLOutputter,class,13,40,27,13,61,3,0,32,140,0.6515152,0.0,0.0,44,1,43,1,0,0,43,0,30,0,3,1,0,3,0,0,1,0,11,264,17,1,2,11,1,20,0,18,2,14,2,0,1,0,326,17,0
org.jdom2.transform.JDOMResult,class,10,15,5,10,21,4,0,14,23,0.7,0.0,0.0,10,0,9,1,0,0,9,0,0,0,5,1,1,4,0,0,1,0,1,183,4,1,10,1,4,0,2,28,0,11,4,0,2,0,197,1,0
org.jdom2.util.NamespaceStack,class,7,9,2,7,39,1,0,19,0,0.63736266,0.0,0.0,13,2,10,3,0,0,10,0,3,0,7,4,0,7,0,0,4,0,13,233,17,3,12,0,1,1,41,44,11,23,3,1,4,0,292,17,0
org.jfree.chart.axis.Axis,class,14,47,33,14,159,1,2,80,2442,0.9539271,0.0,0.0,77,0,63,2,12,0,75,4,0,0,42,16,15,27,0,0,16,0,10,667,76,1,43,0,4,21,42,170,54,113,2,0,0,0,371,1025,0
org.jfree.chart.plot.MultiplePiePlot,class,24,27,3,24,63,2,0,75,84,0.7638889,0.0,0.0,24,0,21,3,0,0,21,0,0,0,9,1,0,9,0,0,1,0,3,297,23,5,22,0,8,11,21,80,13,53,4,0,0,0,253,1,0
org.jfree.chart.plot.ValueMarker,class,3,7,4,3,10,2,0,2,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,37,6,0,2,0,1,0,1,4,0,2,1,0,0,0,66,1,0
org.jfree.chart.plot.XYPlot,class,46,96,50,46,659,2,2,351,24641,0.9760519,0.0,0.0,230,0,205,10,15,0,220,0,0,0,63,7,5,57,1,0,6,0,63,2457,185,78,207,0,12,43,120,526,33,350,5,0,0,0,583,1,0
org.jfree.chart.renderer.GrayPaintScale,class,4,5,1,4,18,1,0,4,0,0.4333333,0.0,0.0,10,0,10,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,4,66,12,0,4,0,4,2,8,11,6,7,1,0,0,0,79,1,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,class,39,58,19,39,165,2,8,152,1405,0.9178619,0.0,0.0,59,0,47,0,12,0,59,0,0,0,13,1,0,13,0,0,1,0,10,713,54,4,56,0,4,7,14,190,10,138,4,0,0,0,439,1025,0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,class,13,15,2,13,37,3,0,31,83,0.83684206,0.0,0.0,19,0,15,4,0,0,15,0,0,0,10,1,0,10,0,0,1,0,0,218,14,0,12,0,1,5,43,45,5,30,5,2,0,0,193,1,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,class,19,21,2,19,62,4,0,40,0,0.5555556,0.0,0.0,12,0,8,2,2,0,10,0,0,0,3,1,0,3,0,0,1,0,4,260,15,0,21,0,4,1,27,77,34,55,3,0,0,0,218,1,0
org.jfree.data.category.DefaultIntervalCategoryDataset,class,9,11,2,9,91,3,0,24,324,0.7734375,0.0,0.0,32,2,29,3,0,0,29,0,0,0,4,0,0,4,0,0,0,0,19,303,36,6,20,0,19,49,38,55,20,37,4,0,0,0,175,1,0
org.jfree.data.time.TimePeriodValues,class,6,8,2,6,54,2,0,29,235,0.8703703,0.0,0.0,27,0,25,2,0,0,25,0,0,0,12,3,0,9,2,1,3,0,3,232,23,4,4,1,8,6,39,71,28,42,3,0,0,0,196,1,0
org.jfree.data.time.TimeSeries,class,9,14,5,9,154,2,0,80,901,0.87931037,0.0,0.0,58,0,51,5,0,2,53,0,0,0,11,3,0,7,4,0,3,0,34,598,56,9,19,2,11,35,60,146,34,96,3,0,0,0,403,1,0
org.joda.time.DateTimeZone,class,18,97,79,18,158,1,7,84,957,0.9429349,0.0,0.0,46,20,36,8,2,0,38,7,4,0,8,7,2,6,0,0,8,0,54,615,64,1,53,11,13,35,43,114,46,78,4,0,2,0,548,1025,0
org.joda.time.MutableDateTime,class,24,34,10,24,119,5,0,76,3474,0.9801587,0.0,0.0,84,5,84,0,0,0,84,0,0,0,9,7,6,3,0,0,7,0,14,442,29,0,25,1,3,9,20,35,2,26,2,0,1,0,376,1,0
org.joda.time.MutablePeriod,class,18,24,6,18,77,3,0,52,2556,1.0,0.0,0.0,72,2,72,0,0,0,72,0,0,0,1,1,0,1,0,0,1,0,35,245,12,0,4,1,0,1,9,8,0,6,1,0,0,0,283,1,0
org.joda.time.Partial,class,18,20,2,18,92,3,0,52,188,0.74545455,0.0,0.0,33,0,30,0,1,2,33,0,0,0,5,1,0,5,0,0,4,0,20,420,40,8,38,1,0,25,64,91,31,56,6,0,1,0,347,17,0
org.joda.time.Period,class,24,46,22,24,118,3,0,52,3655,0.99418604,0.0,0.0,86,11,84,2,0,0,84,0,0,0,2,2,1,1,0,0,2,0,44,465,74,2,26,0,62,17,85,90,47,46,2,0,0,0,467,17,0
org.joda.time.base.BasePeriod,class,20,23,3,20,59,2,2,53,205,0.775,0.0,0.0,30,0,4,3,23,0,27,0,0,0,4,2,0,4,0,0,4,0,37,260,8,4,22,0,3,12,23,89,4,48,3,1,0,0,258,1025,0
org.joda.time.base.BaseSingleFieldPeriod,class,14,22,8,14,41,1,7,31,147,0.9259259,0.0,0.0,18,3,12,0,6,0,18,2,0,0,3,2,0,3,0,0,2,0,9,124,20,2,19,0,2,8,22,23,8,19,3,0,0,0,226,1025,0
org.joda.time.chrono.BasicMonthOfYearDateTimeField,class,13,18,5,13,46,4,1,39,0,0.73333335,0.0,0.0,18,0,16,1,0,1,17,0,0,0,5,2,0,5,0,0,5,0,9,193,24,1,11,0,13,2,36,68,43,46,2,0,0,0,133,0,0
org.joda.time.chrono.LimitChronology,class,20,28,8,20,45,14,0,34,92,0.8125,0.0,0.0,16,1,11,3,1,1,13,0,0,0,4,1,0,2,0,2,3,0,4,374,21,0,22,0,6,10,5,62,2,17,1,0,3,0,138,17,0
org.joda.time.format.DateTimeFormatter,class,23,56,33,23,98,1,0,48,683,0.75,0.0,0.0,50,0,42,5,0,3,45,0,0,0,8,0,0,8,0,0,8,0,16,362,39,0,26,9,6,4,14,83,2,55,3,0,0,0,353,1,0
org.joda.time.format.DateTimeFormatterBuilder,class,26,38,12,26,133,5,0,57,2830,0.94078946,0.0,0.0,76,3,65,8,0,3,68,0,0,0,2,0,0,2,0,0,0,0,49,1625,84,4,28,0,6,19,39,40,7,27,4,0,14,0,534,1,0
org.joda.time.format.PeriodFormatterBuilder,class,14,17,3,14,99,5,0,23,979,0.95662856,0.0,0.0,47,2,38,9,0,0,38,0,0,0,26,17,0,26,0,0,17,0,4,1343,50,2,34,0,3,7,45,65,5,43,2,0,10,0,495,1,0
org.joda.time.tz.ZoneInfoCompiler,class,18,22,4,18,113,1,0,90,108,0.8125,0.0,0.0,16,12,4,2,0,10,14,0,0,0,6,2,0,4,0,2,0,0,31,683,23,13,30,4,4,57,41,99,17,77,4,0,4,0,243,1,0
org.jsecurity.util.AntPathMatcher,class,4,7,3,4,90,1,0,11,22,0.75,0.0,0.0,8,0,6,1,1,0,7,0,0,0,2,1,1,1,0,0,1,0,4,250,33,22,29,0,11,9,41,61,25,48,5,0,0,0,181,1,0
org.jsecurity.web.DefaultWebSecurityManager,class,18,22,4,18,47,7,0,49,256,0.8958333,0.0,0.0,24,0,15,1,8,0,23,0,0,0,6,5,4,2,0,0,5,0,7,155,13,0,13,0,5,19,0,31,8,27,2,0,0,0,177,1,3
org.jsecurity.web.filter.authc.BasicHttpAuthenticationFilter,class,7,9,2,7,26,8,0,24,77,0.85714287,0.0,0.0,14,0,6,0,8,0,14,0,0,0,6,3,0,4,2,0,3,0,4,88,15,0,6,0,0,10,7,22,2,18,1,0,0,0,275,1,2
org.mozilla.javascript.Parser,class,17,22,5,17,429,4,0,190,325,0.8780663,0.0,0.0,66,1,6,50,1,9,16,0,1,0,19,1,0,14,0,5,1,0,14,1862,98,24,127,16,20,138,37,399,3,225,7,0,1,0,287,1,3
org.objectweb.asm.jip.ClassReader,class,20,32,12,20,363,1,0,78,0,0.85459185,0.0,0.0,28,1,19,7,1,1,21,0,0,0,14,9,6,3,0,5,14,0,13,1326,33,65,91,0,39,34,476,524,210,161,9,0,0,0,431,1,0
org.objectweb.asm.jip.MethodWriter,class,16,22,6,16,485,1,0,57,21,0.8816811,0.0,0.0,43,6,24,10,0,9,33,0,2,0,57,12,0,41,0,16,17,0,54,1654,20,47,213,0,92,37,442,472,176,193,6,0,0,0,429,0,0
org.objectweb.asm.jip.commons.LocalVariablesSorter,class,6,10,4,6,51,2,1,18,37,0.8181818,0.0,0.0,11,0,7,2,2,0,9,0,0,0,6,1,0,4,2,0,2,0,9,179,5,3,15,0,1,2,29,56,9,27,2,0,0,0,157,1,0
org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,class,16,19,3,16,11,1,0,42,1,0.4,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,1,0,5,0,0,1,0,7,76,2,0,3,1,5,1,10,25,8,20,3,0,0,0,69,1,1
org.petsoar.order.CreditCardInfo,class,0,2,2,0,11,1,0,1,9,0.7619047,0.0,0.0,6,0,6,0,0,0,6,0,0,0,7,4,4,3,0,0,4,0,0,35,3,0,1,0,0,5,0,8,0,7,1,0,0,0,35,1,0
org.petsoar.search.lucene.DefaultLuceneDocumentFactory,class,11,15,4,11,21,2,0,37,43,0.8,0.0,0.0,10,1,4,6,0,0,4,0,0,0,1,0,0,1,0,0,0,0,4,172,10,1,3,2,1,10,0,24,5,16,2,0,3,0,67,1,0
org.quickserver.net.client.monitoring.HostMonitoringService,class,5,8,3,5,51,1,0,47,177,0.8838384,0.0,0.0,22,9,22,0,0,0,23,0,0,0,9,3,0,9,0,0,1,0,6,221,8,3,19,3,1,11,4,37,10,26,8,1,0,0,68,1,0
org.quickserver.net.server.impl.BlockingClientHandler,class,17,19,2,17,148,2,0,85,256,0.7916667,0.0,0.0,24,0,16,2,6,0,22,0,0,1,1,1,0,1,0,0,1,0,35,473,10,3,82,6,0,69,9,72,12,9,7,0,0,0,155,1,0
org.quickserver.net.server.impl.NonBlockingClientHandler,class,23,27,4,23,301,2,0,148,640,0.9099416,0.0,0.0,45,6,28,10,7,0,35,0,0,0,19,4,0,12,7,0,1,0,61,1032,50,18,158,16,4,169,44,154,84,45,7,0,0,0,292,1,7
org.quickserver.util.xmlreader.QuickServerConfig,class,14,19,5,14,44,2,0,51,122,0.8823529,0.0,0.0,17,0,16,0,1,0,17,0,0,0,7,0,0,7,0,0,0,0,1,115,9,0,27,0,0,65,0,12,40,8,2,0,0,0,143,1,0
org.saxpath.Axis,class,0,2,2,0,28,1,0,1,0,0.035714287,0.0,0.0,2,2,2,0,0,0,2,0,0,0,14,14,14,0,0,0,14,0,0,89,28,0,0,0,0,26,14,14,0,14,1,0,0,0,38,1,0
org.scribe.model.OAuthConfig,class,1,10,9,1,11,1,0,0,14,0.725,0.0,0.0,8,0,8,0,0,0,8,0,0,0,5,0,0,5,0,0,5,0,0,35,6,0,3,0,1,0,0,5,0,5,0,0,0,0,28,1,0
org.scribe.model.OAuthRequest,class,3,15,12,3,7,2,0,7,4,0.6,0.0,0.0,5,0,4,1,0,0,4,0,0,0,2,1,0,2,0,0,1,0,2,25,3,0,0,0,0,3,0,2,0,2,1,0,0,0,64,1,0
org.scribe.model.Request,class,6,12,6,6,38,1,1,35,235,0.8741259,0.0,0.0,26,0,20,1,0,5,25,0,0,0,11,1,0,11,0,0,1,0,7,133,13,1,4,4,1,13,0,19,2,15,1,0,0,0,155,0,0
org.scribe.model.Response,class,2,7,5,2,15,1,0,16,14,0.73333335,0.0,0.0,9,0,5,3,0,1,6,0,0,0,5,1,0,5,0,0,1,0,1,48,8,1,1,1,0,1,4,8,0,6,1,0,0,0,61,1,0
org.scribe.model.Token,class,0,28,28,0,7,1,0,1,0,0.5833333,0.0,0.0,6,0,6,0,0,0,6,0,0,0,4,1,0,4,0,0,4,0,1,29,4,0,1,0,0,2,1,4,0,4,1,0,0,0,46,1,0
org.scribe.model.Verifier,class,1,7,6,1,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,17,1,0
org.sourceforge.ifx.basetypes.IFXObject,class,2,1186,1184,2,38,1,1182,23,10,0.8,0.0,0.0,5,0,2,3,0,0,2,0,0,0,1,1,0,1,0,0,1,0,6,140,9,6,13,2,15,18,11,45,1,31,6,0,0,0,141,1,0
org.tartarus.snowball.ext.englishStemmer,class,4,5,1,4,208,3,0,29,121,0.9196676,0.0,0.0,19,0,3,16,0,0,3,0,0,0,19,16,0,19,0,0,16,0,0,862,64,55,12,0,27,270,351,146,41,63,6,0,0,0,113,1,0
org.tartarus.snowball.ext.italianStemmer,class,4,5,1,4,166,3,0,22,69,0.90178573,0.0,0.0,14,0,3,11,0,0,3,0,0,0,16,13,0,16,0,0,13,0,0,702,34,46,8,0,29,416,526,135,37,47,8,0,0,0,108,1,0
org.tartarus.snowball.ext.turkishStemmer,class,4,5,1,4,481,3,0,52,890,0.9715909,0.0,0.0,44,0,3,41,0,0,3,0,0,0,36,34,0,36,0,0,34,0,0,2159,135,183,26,0,57,276,507,423,278,154,8,0,0,0,209,1,0
org.templateit.Region,class,2,8,6,2,21,1,1,2,0,0.33333334,0.0,0.0,9,0,9,0,0,0,9,0,0,0,2,0,0,2,0,0,0,0,0,31,5,0,4,0,4,1,0,4,1,2,0,0,0,0,18,0,0
org.templateit.WorkbookParser,class,20,23,3,20,30,1,0,50,2,0.55,0.0,0.0,5,0,3,2,0,0,3,0,0,0,4,1,0,4,0,0,3,0,7,116,2,5,10,0,1,20,5,34,9,30,8,0,0,0,67,0,8
org.znerd.xmlenc.XMLChecker,class,3,6,3,3,619,1,0,18,171,0.0,0.0,0.0,19,18,11,8,0,0,11,0,18,0,0,0,0,0,0,0,0,0,27,158,13,4,113,3,328,31,585,24,24,21,3,0,0,0,437,17,0
org.znerd.xmlenc.XMLEncoder,class,4,6,2,4,99,1,0,14,21,0.7333334,0.0,0.0,11,1,11,0,0,0,11,0,1,0,15,12,0,15,0,0,15,0,10,195,2,2,39,0,22,19,114,35,13,31,3,0,0,0,188,1,0
osa.ora.server.admin.ui.UpdateUserPanel,class,5,13,8,5,42,5,0,59,33,0.8874458,0.0,0.0,11,0,2,9,0,0,2,0,0,0,21,0,0,19,0,2,0,0,15,317,6,2,16,3,0,66,93,38,6,35,4,6,0,0,110,1,0
osa.ora.server.client.ui.utils.FontChooserDialog,class,1,5,4,1,9,8,0,22,0,0.16666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,6,87,0,0,5,0,0,8,1,15,0,15,1,4,2,0,42,0,0
server.ServerGameModel,class,7,9,2,7,69,2,0,14,0,0.7619048,0.0,0.0,9,0,6,3,0,0,6,0,0,0,7,0,0,7,0,0,0,0,0,194,0,0,30,0,0,16,114,33,70,13,4,0,0,0,72,1,0
simulator.CA.ConsumerAgent,class,41,56,15,41,74,3,0,92,24,0.8153847,0.0,0.0,13,0,2,8,3,0,5,0,0,0,20,6,2,13,5,0,6,0,12,392,7,19,11,5,22,46,64,124,22,95,6,1,2,0,213,1,13
simulator.CA.gui.ConsumerGUI,class,16,18,2,16,29,7,0,60,5,0.80303025,0.0,0.0,6,0,5,1,0,0,7,0,0,0,22,1,0,22,0,0,1,0,12,221,2,9,7,0,9,29,74,57,16,49,4,0,2,0,111,1,0
src.Battle,class,12,13,1,12,401,2,0,49,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,1035,1,69,13,1,187,200,311,223,143,171,10,0,0,0,89,1,0
src.Purchase,class,4,4,0,4,38,2,0,29,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,124,0,0,5,1,11,26,4,20,5,20,3,0,0,0,55,1,0
