class_name,AMC,CBM,IC,CAM,MFA,MOA,DAM,LOC,LCOM3,NPM,Ce,Ca,LCOM,RFC,CBO,NOC,DIT,WMC
simulator.CA.gui.ConsumerGUI,110.375,0.0,0.0,0.1875,0.0,3.0,1.0,913.0,0.961,5.0,16.0,3.0,16.0,97.0,16.0,0.0,0.0,8.0
src.Battle,518.6667,0.0,0.0,0.6296,0.0,0.0,0.0,4677.0,2.0,9.0,11.0,0.0,36.0,64.0,11.0,0.0,0.0,9.0
src.Purchase,68.1667,0.0,0.0,0.6111,0.0,0.0,0.0,415.0,2.0,6.0,6.0,0.0,15.0,43.0,6.0,0.0,0.0,6.0
src.VassalRebellion,51.0,0.0,0.0,0.75,0.0,1.0,1.0,105.0,1.0,2.0,4.0,0.0,1.0,15.0,4.0,0.0,0.0,2.0
teder.TederFrame,35.5294,0.0,0.0,0.3824,0.0,2.0,0.0,637.0,0.8789,17.0,4.0,5.0,70.0,73.0,7.0,0.0,0.0,17.0
twitter4j.ExceptionDiagnosis,20.5455,0.0,0.0,0.2909,0.0,0.0,1.0,241.0,0.675,3.0,0.0,1.0,5.0,28.0,1.0,0.0,0.0,11.0
twitter4j.GeoQuery,17.5217,0.0,0.0,0.2671,0.0,1.0,1.0,433.0,0.7078,19.0,2.0,2.0,73.0,44.0,4.0,0.0,0.0,23.0
twitter4j.OEmbedRequest,22.48,0.0,0.0,0.204,0.0,2.0,1.0,599.0,0.7951,22.0,4.0,2.0,90.0,54.0,6.0,0.0,0.0,25.0
twitter4j.Paging,18.4286,0.0,0.0,0.25,0.0,1.0,0.6364,555.0,0.798,21.0,1.0,5.0,232.0,43.0,6.0,0.0,0.0,28.0
twitter4j.TwitterBaseImpl,22.6111,0.0,0.0,0.1131,0.0,4.0,0.5556,859.0,0.7905,25.0,32.0,3.0,238.0,121.0,33.0,1.0,0.0,36.0
twitter4j.TwitterException,22.2308,0.0,0.0,0.2114,0.0,2.0,1.0,612.0,0.7,21.0,11.0,62.0,121.0,65.0,70.0,0.0,0.0,26.0
twitter4j.TwitterImpl,26.8731,0.0,0.0,0.0967,0.0,3.0,1.0,7262.0,0.9753,238.0,53.0,1.0,0.0,398.0,53.0,0.0,0.0,260.0
uk.me.jockmacmad.jstate.state.Transition,11.0833,0.0,0.0,0.2619,0.0,3.0,1.0,150.0,0.7818,11.0,7.0,1.0,30.0,25.0,8.0,0.0,0.0,12.0
umd.cs.shop.JSJshop,45.15,0.0,0.0,0.2719,0.0,6.0,0.75,931.0,0.7763,19.0,14.0,0.0,102.0,92.0,14.0,0.0,0.0,20.0
umd.cs.shop.JSPredicateForm,58.3333,0.0,0.0,0.3333,0.0,0.0,0.0,712.0,2.0,10.0,5.0,8.0,66.0,49.0,12.0,2.0,0.0,12.0
umd.cs.shop.JSState,39.0,0.0,0.0,0.3438,0.0,0.0,1.0,321.0,1.1429,6.0,11.0,8.0,28.0,49.0,16.0,0.0,0.0,8.0
umd.cs.shop.JSTerm,59.5909,0.0,0.0,0.2818,0.0,0.0,1.0,1337.0,0.3929,19.0,7.0,7.0,81.0,65.0,10.0,0.0,0.0,22.0
visu.handball.moves.actions.CreateMovePdfAction,68.3333,0.0,0.0,0.5,0.0,0.0,0.0,208.0,2.0,1.0,10.0,2.0,3.0,42.0,10.0,0.0,0.0,3.0
visu.handball.moves.xml.HandballModelReader,42.3333,0.0,0.0,0.4167,0.0,1.0,1.0,393.0,0.5833,7.0,12.0,3.0,18.0,62.0,14.0,0.0,0.0,9.0
weka.classifiers.Evaluation,70.781,0.0,0.0,0.0978,0.0,4.0,1.0,7583.0,0.8788,90.0,38.0,24.0,3450.0,283.0,61.0,1.0,0.0,105.0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,69.6667,0.0,0.0,0.254,0.0,0.0,0.5,1274.0,0.8529,10.0,10.0,1.0,141.0,60.0,10.0,0.0,0.0,18.0
weka.core.FindWithCapabilities,65.6538,0.0,0.0,0.25,0.0,4.0,1.0,1743.0,0.792,26.0,12.0,0.0,159.0,100.0,12.0,0.0,0.0,26.0
weka.core.Memory,16.1333,0.0,0.0,0.2857,0.0,0.0,1.0,263.0,0.6905,14.0,3.0,17.0,81.0,34.0,20.0,0.0,0.0,15.0
wheel.asm.ClassReader,140.25,0.0,0.0,0.1964,0.0,0.0,0.2143,3969.0,0.8386,19.0,12.0,4.0,164.0,105.0,13.0,0.0,0.0,28.0
wheel.asm.ClassWriter,47.0556,0.0,0.0,0.1905,0.0,16.0,0.2647,1798.0,0.9479,18.0,12.0,7.0,386.0,96.0,14.0,0.0,0.0,36.0
wheel.asm.FieldWriter,61.5,0.0,0.0,0.2917,0.0,5.0,0.9,385.0,0.66,3.0,7.0,1.0,0.0,18.0,7.0,0.0,0.0,6.0
wheel.util.DynamicSelectModel,19.7895,0.0,0.0,0.2331,0.0,6.0,1.0,403.0,0.7222,19.0,5.0,2.0,81.0,38.0,6.0,0.0,0.0,19.0
